Order ID,Ship Date,Ship Mode
CA-2015-147788,6/4/2015,Standard Class
CA-2015-144288,12/31/2015,Standard Class
CA-2015-110632,3/22/2015,Second Class
CA-2017-109589,12/24/2017,First Class
CA-2017-123967,11/3/2017,Second Class
CA-2017-148929,9/11/2017,Standard Class
CA-2017-134404,12/27/2017,Same Day
CA-2017-109778,7/21/2017,Standard Class
CA-2016-155845,8/15/2016,Second Class
CA-2017-145128,7/14/2017,Standard Class
CA-2014-129091,11/27/2014,Standard Class
US-2014-155502,1/31/2014,Standard Class
CA-2015-121041,11/10/2015,Standard Class
CA-2017-131695,7/6/2017,Standard Class
CA-2016-137729,5/9/2016,Standard Class
US-2016-115455,9/14/2016,Standard Class
CA-2017-128300,11/26/2017,Second Class
CA-2017-149048,5/17/2017,Standard Class
CA-2017-108553,4/29/2017,Standard Class
CA-2016-165848,6/4/2016,Same Day
CA-2014-112718,12/21/2014,Standard Class
CA-2016-154053,3/10/2016,Standard Class
CA-2014-127446,11/30/2014,Standard Class
CA-2016-137204,5/5/2016,Standard Class
CA-2014-147298,5/3/2014,Standard Class
CA-2017-147942,4/5/2017,Standard Class
CA-2017-115931,12/26/2017,Standard Class
CA-2014-164861,12/6/2014,Second Class
CA-2017-127180,10/24/2017,First Class
US-2017-165344,11/15/2017,First Class
CA-2015-168186,9/15/2015,Standard Class
US-2017-110604,5/20/2017,Standard Class
CA-2015-116750,7/10/2015,Second Class
CA-2015-162369,8/19/2015,Standard Class
CA-2017-108441,6/18/2017,Standard Class
CA-2015-169740,2/25/2015,Standard Class
CA-2016-124051,12/30/2016,First Class
CA-2016-149111,4/21/2016,Second Class
CA-2014-131002,9/12/2014,Second Class
US-2016-146794,10/1/2016,Standard Class
CA-2017-112515,9/21/2017,Second Class
CA-2016-150343,8/20/2016,Standard Class
CA-2015-135538,12/28/2015,Standard Class
CA-2017-123372,12/2/2017,Standard Class
CA-2017-159604,4/15/2017,First Class
CA-2016-164784,5/4/2016,First Class
CA-2016-111794,10/1/2016,Same Day
US-2015-139759,8/30/2015,Standard Class
CA-2014-126403,9/12/2014,Second Class
CA-2017-136875,12/3/2017,Same Day
CA-2017-132185,12/2/2017,Standard Class
US-2014-160780,6/21/2014,Same Day
CA-2017-127026,1/27/2017,Standard Class
CA-2017-137085,7/6/2017,Standard Class
CA-2016-133123,9/11/2016,Standard Class
US-2016-128195,8/5/2016,First Class
CA-2015-153220,11/14/2015,First Class
CA-2014-123064,7/2/2014,First Class
CA-2017-156412,12/8/2017,Standard Class
US-2016-144211,9/2/2016,Standard Class
CA-2016-138079,1/28/2016,Standard Class
CA-2014-143182,10/20/2014,Standard Class
CA-2016-161662,2/9/2016,First Class
CA-2014-145317,3/23/2014,Standard Class
CA-2014-143413,5/30/2014,Standard Class
CA-2017-156818,7/13/2017,Second Class
CA-2017-155873,6/21/2017,Standard Class
CA-2015-121797,2/6/2015,Standard Class
US-2015-120572,12/15/2015,Standard Class
CA-2017-132430,10/11/2017,First Class
CA-2017-146031,8/1/2017,Second Class
CA-2014-110100,4/29/2014,Standard Class
CA-2015-103723,12/6/2015,Standard Class
CA-2014-127187,12/8/2014,Standard Class
CA-2017-128475,9/1/2017,Standard Class
CA-2014-100006,9/13/2014,Standard Class
CA-2017-144827,12/27/2017,Standard Class
CA-2014-110030,12/8/2014,Second Class
CA-2014-121286,11/8/2014,Second Class
CA-2016-164735,4/19/2016,Second Class
CA-2014-153479,10/8/2014,Standard Class
CA-2017-149888,11/13/2017,Standard Class
CA-2017-119193,12/24/2017,First Class
CA-2017-104801,2/19/2017,Standard Class
CA-2014-107594,7/6/2014,Standard Class
CA-2015-129770,2/23/2015,Second Class
CA-2015-115798,11/19/2015,Standard Class
CA-2017-122707,4/18/2017,First Class
CA-2016-165015,2/27/2016,Second Class
CA-2014-149244,11/8/2014,Standard Class
CA-2015-140144,6/25/2015,Second Class
CA-2017-163321,8/11/2017,Second Class
CA-2014-155887,5/17/2014,Standard Class
US-2015-165449,11/26/2015,Standard Class
CA-2015-110247,12/8/2015,Standard Class
US-2014-141257,6/14/2014,Standard Class
CA-2014-154669,8/11/2014,Second Class
CA-2014-158029,5/30/2014,Standard Class
CA-2015-155306,4/21/2015,Standard Class
CA-2016-127775,6/13/2016,Second Class
CA-2016-146171,3/15/2016,Standard Class
CA-2014-129574,5/29/2014,First Class
CA-2017-126536,10/14/2017,First Class
CA-2017-165757,6/28/2017,Standard Class
CA-2017-167752,1/18/2017,First Class
US-2015-122140,4/7/2015,Standard Class
CA-2016-163986,9/10/2016,Standard Class
CA-2017-158967,12/12/2017,First Class
CA-2016-131576,11/26/2016,Standard Class
CA-2017-143455,11/18/2017,Standard Class
CA-2016-144729,10/25/2016,Standard Class
CA-2015-127019,12/25/2015,Standard Class
CA-2015-138534,7/19/2015,Second Class
CA-2017-108322,5/5/2017,Standard Class
CA-2017-167668,5/8/2017,First Class
CA-2017-146724,11/27/2017,Standard Class
CA-2016-139878,11/16/2016,Standard Class
US-2016-106677,11/10/2016,Standard Class
CA-2016-116974,10/15/2016,Standard Class
CA-2015-149972,9/23/2015,First Class
US-2014-117744,12/6/2014,Standard Class
CA-2014-125514,9/22/2014,First Class
CA-2014-154599,4/17/2014,Standard Class
CA-2017-158743,10/27/2017,Standard Class
CA-2016-153318,10/28/2016,First Class
US-2015-110163,11/4/2015,First Class
CA-2017-143329,11/8/2017,Standard Class
CA-2015-159380,5/16/2015,Standard Class
CA-2015-122623,9/11/2015,Standard Class
CA-2015-148635,7/27/2015,Second Class
CA-2015-135685,11/18/2015,Second Class
CA-2015-104626,9/8/2015,Standard Class
CA-2016-160500,5/8/2016,First Class
CA-2017-100202,1/5/2017,Standard Class
CA-2017-131016,9/20/2017,First Class
US-2014-112914,9/30/2014,Standard Class
CA-2016-124149,4/26/2016,First Class
CA-2014-148915,11/5/2014,Standard Class
CA-2017-134649,1/31/2017,Second Class
CA-2017-110842,11/16/2017,Standard Class
CA-2016-147368,6/12/2016,First Class
US-2015-104185,9/8/2015,Second Class
US-2014-125521,3/19/2014,Standard Class
US-2017-135062,9/4/2017,Second Class
CA-2017-135650,3/27/2017,Standard Class
CA-2017-112865,5/22/2017,Standard Class
US-2016-162852,12/31/2016,Standard Class
CA-2017-138163,11/20/2017,First Class
CA-2017-152093,9/15/2017,Standard Class
CA-2017-157854,4/15/2017,Standard Class
CA-2016-123617,12/3/2016,Standard Class
US-2016-128293,6/5/2016,First Class
CA-2017-107342,12/22/2017,Standard Class
CA-2016-136371,3/21/2016,Second Class
CA-2017-137344,8/20/2017,Same Day
CA-2017-169810,7/31/2017,Standard Class
CA-2016-128594,8/29/2016,First Class
CA-2016-154690,8/17/2016,Second Class
CA-2017-138975,5/23/2017,Standard Class
CA-2017-106537,8/17/2017,Standard Class
US-2017-103828,8/13/2017,Same Day
CA-2016-115588,11/12/2016,Second Class
CA-2017-143861,6/19/2017,Standard Class
CA-2014-148040,3/26/2014,Standard Class
CA-2017-135167,6/20/2017,Standard Class
CA-2017-137022,11/22/2017,Standard Class
US-2017-102638,12/31/2017,First Class
US-2016-167339,1/23/2016,Second Class
CA-2016-152072,1/19/2016,Standard Class
CA-2016-102932,9/23/2016,Second Class
CA-2014-165540,2/25/2014,Standard Class
CA-2016-130799,11/16/2016,Second Class
CA-2016-164483,2/3/2016,Standard Class
US-2016-159856,10/22/2016,Standard Class
CA-2017-102099,12/19/2017,First Class
CA-2017-164049,11/6/2017,Standard Class
CA-2014-142727,5/1/2014,Second Class
CA-2017-139913,10/29/2017,Standard Class
CA-2014-169033,4/3/2014,Standard Class
US-2016-164630,1/9/2016,Standard Class
US-2015-114839,4/30/2015,Standard Class
CA-2015-166464,9/17/2015,Standard Class
CA-2017-124898,9/15/2017,Standard Class
CA-2016-164035,6/17/2016,Standard Class
CA-2016-153577,7/1/2016,Standard Class
CA-2014-127586,9/30/2014,Standard Class
CA-2017-121615,11/9/2017,Standard Class
CA-2017-166415,2/23/2017,Standard Class
CA-2015-118444,11/9/2015,Standard Class
CA-2014-113929,6/21/2014,Standard Class
CA-2015-134747,10/17/2015,Second Class
CA-2017-155047,8/30/2017,First Class
CA-2016-160129,11/23/2016,Same Day
CA-2017-164329,1/30/2017,Same Day
US-2015-141453,12/3/2015,Second Class
CA-2014-156993,7/4/2014,Standard Class
CA-2014-157721,9/5/2014,First Class
CA-2017-128629,7/14/2017,Second Class
CA-2017-158106,6/10/2017,Standard Class
US-2017-120390,10/26/2017,Standard Class
CA-2017-143434,11/24/2017,Standard Class
CA-2015-168564,8/8/2015,Same Day
US-2016-169040,12/12/2016,Standard Class
CA-2017-155880,3/31/2017,Standard Class
CA-2017-126242,11/24/2017,Standard Class
CA-2016-166443,11/5/2016,First Class
CA-2017-169859,12/18/2017,Standard Class
CA-2017-134915,11/12/2017,Same Day
CA-2016-153353,8/24/2016,Standard Class
CA-2017-123638,7/4/2017,Standard Class
CA-2017-168900,5/9/2017,Standard Class
CA-2015-158456,12/29/2015,Standard Class
CA-2017-143665,5/1/2017,Standard Class
CA-2017-137428,12/21/2017,Second Class
CA-2014-162866,12/31/2014,Standard Class
CA-2017-167941,11/9/2017,Second Class
CA-2017-111808,12/20/2017,Standard Class
CA-2015-137512,5/12/2015,Standard Class
CA-2017-139773,12/4/2017,Same Day
CA-2017-134607,10/8/2017,Second Class
CA-2014-109232,1/16/2014,Second Class
CA-2015-139850,6/17/2015,Standard Class
CA-2014-131310,7/18/2014,Standard Class
US-2014-112872,12/11/2014,Second Class
CA-2016-139269,5/30/2016,Standard Class
CA-2016-139010,2/26/2016,Second Class
CA-2016-134376,10/6/2016,Standard Class
CA-2017-147291,3/17/2017,Standard Class
CA-2016-112893,9/13/2016,Second Class
US-2014-150532,7/21/2014,Standard Class
CA-2014-138317,6/25/2014,Standard Class
CA-2015-130610,7/10/2015,Standard Class
CA-2017-104381,12/23/2017,Standard Class
CA-2016-131499,9/10/2016,First Class
CA-2014-148761,5/21/2014,Standard Class
CA-2017-116519,10/15/2017,First Class
CA-2014-130729,10/29/2014,Standard Class
CA-2016-124772,12/6/2016,First Class
CA-2016-115525,7/29/2016,Standard Class
CA-2017-134845,4/23/2017,Standard Class
US-2015-138919,9/21/2015,Standard Class
US-2016-160528,8/30/2016,Standard Class
CA-2015-123568,11/14/2015,Standard Class
CA-2017-124674,11/23/2017,Standard Class
CA-2015-164441,11/13/2015,Standard Class
CA-2017-169054,4/26/2017,Standard Class
CA-2014-106719,8/24/2014,Same Day
CA-2017-116855,12/21/2017,Standard Class
US-2016-164189,3/28/2016,Standard Class
CA-2015-168480,9/27/2015,Standard Class
US-2016-114293,11/26/2016,Standard Class
CA-2017-134173,9/21/2017,Standard Class
US-2015-123960,6/16/2015,Standard Class
CA-2017-101749,10/8/2017,Standard Class
US-2016-147991,5/9/2016,Standard Class
CA-2017-149559,9/12/2017,Same Day
CA-2015-135174,5/2/2015,Second Class
CA-2017-125290,11/10/2017,Second Class
CA-2014-137351,10/4/2014,Standard Class
CA-2017-121419,4/4/2017,First Class
US-2017-148054,10/11/2017,Standard Class
CA-2016-128517,4/14/2016,Second Class
US-2015-100377,9/1/2015,Standard Class
CA-2017-131492,10/24/2017,Second Class
CA-2016-144554,11/12/2016,Standard Class
CA-2017-127621,3/7/2017,Standard Class
CA-2015-145184,11/29/2015,First Class
CA-2017-106859,3/18/2017,Second Class
US-2017-120089,11/30/2017,Same Day
CA-2014-119375,11/22/2014,Standard Class
CA-2016-125206,1/5/2016,First Class
CA-2015-126137,10/8/2015,Standard Class
CA-2014-143903,7/24/2014,Standard Class
CA-2014-104780,5/25/2014,Standard Class
CA-2017-101182,9/5/2017,First Class
US-2017-132297,6/2/2017,Standard Class
CA-2014-100328,2/3/2014,Standard Class
CA-2017-118773,2/14/2017,Standard Class
US-2017-159205,4/2/2017,Second Class
CA-2016-112123,3/8/2016,Standard Class
CA-2015-114468,8/23/2015,Same Day
CA-2017-135692,5/1/2017,Standard Class
CA-2017-131233,4/19/2017,Standard Class
CA-2017-119578,12/27/2017,Second Class
CA-2016-124562,12/12/2016,Standard Class
US-2017-140074,3/29/2017,Standard Class
CA-2016-103037,7/29/2016,Standard Class
CA-2017-127460,7/14/2017,Standard Class
CA-2016-121671,7/22/2016,Standard Class
CA-2016-150350,8/30/2016,Standard Class
CA-2015-121720,6/12/2015,First Class
CA-2017-149895,9/12/2017,Standard Class
CA-2017-147564,10/6/2017,Standard Class
CA-2014-136399,12/17/2014,First Class
CA-2014-107916,8/26/2014,First Class
CA-2017-164168,11/18/2017,Standard Class
CA-2015-112557,4/28/2015,First Class
US-2014-122959,12/12/2014,Same Day
CA-2017-162572,9/27/2017,Second Class
US-2016-148110,9/11/2016,Standard Class
CA-2017-131828,2/13/2017,Second Class
CA-2014-109218,7/3/2014,Second Class
CA-2016-120558,6/10/2016,First Class
US-2014-109036,12/25/2014,Standard Class
CA-2015-147830,12/18/2015,First Class
CA-2017-150497,7/24/2017,Standard Class
CA-2014-128986,8/5/2014,Second Class
CA-2015-139584,8/28/2015,Standard Class
US-2016-162677,3/27/2016,First Class
US-2014-150924,9/16/2014,Second Class
CA-2014-153969,9/25/2014,Standard Class
CA-2016-146682,10/31/2016,First Class
CA-2016-138695,6/3/2016,Standard Class
CA-2017-107461,12/26/2017,Second Class
US-2016-133879,3/28/2016,Standard Class
CA-2017-157483,11/18/2017,Standard Class
US-2017-132059,9/29/2017,Standard Class
CA-2017-122280,9/10/2017,Same Day
CA-2017-105235,12/11/2017,Standard Class
CA-2017-152912,11/12/2017,Second Class
CA-2014-123498,11/9/2014,First Class
CA-2017-159352,3/17/2017,Standard Class
US-2017-146416,10/22/2017,Second Class
US-2015-163783,1/1/2016,Standard Class
CA-2017-123981,10/8/2017,Standard Class
CA-2017-158953,6/8/2017,Standard Class
CA-2014-165428,9/4/2014,First Class
CA-2016-169026,8/13/2016,Standard Class
CA-2017-109750,7/28/2017,Standard Class
CA-2015-149384,7/10/2015,Same Day
CA-2014-131527,12/7/2014,Standard Class
CA-2017-164000,12/22/2017,Standard Class
CA-2014-164224,5/20/2014,Second Class
CA-2014-158372,11/16/2014,Standard Class
CA-2016-108882,1/15/2016,Standard Class
US-2017-108245,9/27/2017,Standard Class
CA-2014-142314,12/28/2014,Standard Class
CA-2016-132409,6/1/2016,Standard Class
CA-2017-150189,7/10/2017,First Class
CA-2014-114433,5/17/2014,Standard Class
CA-2017-104640,11/16/2017,Standard Class
US-2015-137008,10/8/2015,Standard Class
CA-2014-108189,10/5/2014,First Class
CA-2014-154641,8/16/2014,Standard Class
CA-2017-131625,9/5/2017,Second Class
US-2017-156356,4/22/2017,Standard Class
CA-2016-138933,4/27/2016,First Class
CA-2016-140746,1/15/2016,Same Day
CA-2016-146836,5/2/2016,Same Day
US-2016-127971,11/27/2016,Standard Class
US-2016-140809,2/3/2016,First Class
CA-2017-114524,4/5/2017,Second Class
CA-2017-113355,12/5/2017,Standard Class
US-2017-140907,12/12/2017,Second Class
CA-2016-159730,9/21/2016,Standard Class
CA-2016-157868,12/29/2016,Standard Class
CA-2017-119389,4/19/2017,First Class
CA-2017-110373,10/30/2017,Second Class
CA-2016-155474,7/14/2016,Standard Class
CA-2015-155453,8/14/2015,Standard Class
US-2016-161844,12/14/2016,Second Class
US-2016-162103,11/17/2016,Standard Class
CA-2014-151554,11/15/2014,First Class
CA-2014-140662,11/19/2014,First Class
CA-2016-122518,3/8/2016,Second Class
US-2014-126571,10/15/2014,Standard Class
CA-2014-143840,5/29/2014,Standard Class
CA-2014-115980,7/19/2014,Standard Class
CA-2015-155145,12/29/2015,Second Class
CA-2015-146038,2/16/2015,Standard Class
CA-2017-133865,5/12/2017,Standard Class
CA-2017-116358,11/6/2017,Standard Class
CA-2014-102988,4/9/2014,Second Class
US-2014-117170,9/24/2014,Standard Class
CA-2014-159478,10/6/2014,Standard Class
CA-2014-103702,9/17/2014,Standard Class
CA-2017-150525,2/25/2017,Standard Class
CA-2015-157770,12/15/2015,First Class
CA-2016-167290,11/4/2016,Standard Class
CA-2014-106264,12/30/2014,Standard Class
CA-2014-138023,8/18/2014,First Class
CA-2017-113418,10/3/2017,First Class
US-2015-110569,5/30/2015,Standard Class
CA-2017-136308,11/16/2017,Same Day
US-2014-159926,11/22/2014,Standard Class
CA-2014-104738,1/1/2015,Second Class
CA-2015-144386,11/11/2015,Standard Class
CA-2016-111416,9/22/2016,Standard Class
CA-2016-162747,3/25/2016,Second Class
US-2014-133130,10/1/2014,Standard Class
CA-2017-169978,12/28/2017,Standard Class
CA-2017-161739,11/15/2017,Second Class
CA-2015-165057,9/15/2015,Standard Class
CA-2014-134551,12/25/2014,Standard Class
CA-2015-120810,7/27/2015,Standard Class
CA-2014-165309,11/15/2014,Standard Class
CA-2017-122595,12/20/2017,Standard Class
US-2017-109253,8/22/2017,First Class
CA-2016-145982,9/1/2016,Second Class
CA-2015-112014,8/20/2015,Standard Class
CA-2017-154732,11/7/2017,First Class
US-2016-157308,8/21/2016,Standard Class
CA-2016-147536,12/31/2016,Standard Class
US-2014-134733,9/28/2014,Standard Class
US-2014-150434,7/24/2014,Standard Class
CA-2017-100335,9/13/2017,Standard Class
CA-2016-139234,5/10/2016,Standard Class
US-2015-142020,6/8/2015,Second Class
CA-2015-139962,12/20/2015,Standard Class
CA-2016-130050,7/18/2016,Second Class
CA-2014-115161,2/2/2014,First Class
CA-2014-165379,7/15/2014,Standard Class
CA-2015-115511,11/25/2015,Standard Class
CA-2016-134887,3/25/2016,Same Day
CA-2017-123778,9/30/2017,Standard Class
CA-2015-161718,12/10/2015,Standard Class
CA-2016-100671,11/4/2016,First Class
CA-2017-142867,3/21/2017,Standard Class
CA-2017-103156,11/24/2017,First Class
US-2017-162208,8/30/2017,First Class
CA-2015-130659,12/9/2015,Second Class
CA-2017-148404,10/11/2017,Standard Class
CA-2017-101077,3/30/2017,Second Class
CA-2014-166471,8/13/2014,Standard Class
CA-2014-105340,11/25/2014,First Class
US-2017-131583,6/10/2017,Same Day
US-2017-148362,7/8/2017,Standard Class
CA-2014-102274,11/26/2014,Standard Class
CA-2015-129700,5/5/2015,First Class
CA-2017-168739,6/5/2017,Standard Class
CA-2015-152527,10/17/2015,Same Day
US-2014-150119,4/27/2014,Standard Class
US-2017-150847,5/6/2017,Standard Class
CA-2016-100244,9/24/2016,Standard Class
CA-2016-116540,9/2/2016,Same Day
CA-2015-151841,5/2/2015,Standard Class
CA-2015-150791,9/13/2015,Standard Class
CA-2016-134803,6/3/2016,Standard Class
CA-2015-153381,9/28/2015,Standard Class
US-2017-111024,7/6/2017,Second Class
CA-2017-148264,12/9/2017,First Class
CA-2017-131212,12/9/2017,Standard Class
US-2015-100531,9/29/2015,First Class
CA-2017-152583,10/30/2017,Same Day
CA-2015-144099,11/30/2015,Same Day
CA-2014-158337,3/14/2014,Second Class
CA-2017-168858,11/23/2017,Standard Class
CA-2016-116344,8/2/2016,Standard Class
CA-2015-131779,6/17/2015,Standard Class
CA-2016-158869,8/7/2016,First Class
CA-2017-102554,6/15/2017,Standard Class
CA-2016-162614,10/13/2016,Standard Class
CA-2014-168592,9/14/2014,Standard Class
CA-2014-157609,3/21/2014,Second Class
CA-2015-153325,3/2/2015,Second Class
CA-2015-153626,7/14/2015,Standard Class
CA-2016-166485,2/27/2016,Standard Class
CA-2017-136448,9/18/2017,First Class
CA-2017-114258,11/10/2017,Second Class
CA-2015-152611,2/23/2015,Second Class
CA-2016-165470,11/30/2016,Standard Class
CA-2017-128699,12/5/2017,Second Class
US-2015-147242,9/14/2015,Standard Class
CA-2016-146143,12/19/2016,Standard Class
CA-2015-100888,4/10/2015,Standard Class
US-2016-150035,12/5/2016,Standard Class
CA-2017-122644,11/17/2017,Standard Class
CA-2017-111815,3/10/2017,Standard Class
CA-2016-144911,11/30/2016,First Class
CA-2014-143385,9/5/2014,Standard Class
CA-2016-131289,12/14/2016,Standard Class
CA-2014-124023,4/10/2014,First Class
CA-2014-124688,8/29/2014,First Class
CA-2016-151169,10/26/2016,Standard Class
US-2016-134761,11/30/2016,Same Day
CA-2017-120705,9/11/2017,Standard Class
CA-2015-157322,7/6/2015,Standard Class
CA-2017-142034,9/28/2017,Standard Class
CA-2016-107328,8/15/2016,Standard Class
CA-2016-108616,10/3/2016,Standard Class
CA-2017-125115,4/10/2017,Same Day
CA-2016-150945,12/20/2016,Second Class
CA-2014-166863,6/24/2014,Standard Class
CA-2017-140326,9/6/2017,First Class
CA-2016-168536,12/24/2016,Standard Class
US-2016-113649,8/12/2016,First Class
CA-2015-124975,6/25/2015,First Class
CA-2015-168767,4/15/2015,Standard Class
CA-2016-114482,11/25/2016,Second Class
CA-2016-137673,9/10/2016,Standard Class
CA-2016-132731,11/28/2016,Standard Class
CA-2017-148922,12/15/2017,Second Class
CA-2016-130680,6/29/2016,Standard Class
CA-2015-141145,9/23/2015,Standard Class
US-2016-152835,5/23/2016,Standard Class
CA-2016-155565,5/28/2016,Same Day
CA-2014-110849,4/23/2014,Standard Class
CA-2016-145842,6/20/2016,Second Class
CA-2014-158771,5/9/2014,Same Day
CA-2016-157511,9/20/2016,First Class
CA-2017-121216,12/25/2017,Second Class
CA-2017-155292,11/1/2017,First Class
CA-2016-152555,4/2/2016,Second Class
CA-2017-107832,11/26/2017,Second Class
CA-2014-120838,3/26/2014,Second Class
CA-2017-118542,12/5/2017,Standard Class
CA-2017-152737,11/12/2017,Standard Class
CA-2017-109757,9/9/2017,Second Class
CA-2016-130029,7/6/2016,First Class
CA-2017-103877,9/14/2017,Standard Class
CA-2016-137176,9/14/2016,Second Class
CA-2017-168109,7/3/2017,Same Day
US-2017-126081,7/4/2017,Standard Class
CA-2017-117023,8/12/2017,Standard Class
CA-2015-143532,3/24/2015,Standard Class
CA-2016-103163,6/11/2016,Standard Class
CA-2016-104157,7/29/2016,Standard Class
CA-2017-117807,10/7/2017,Standard Class
CA-2015-121650,12/16/2015,Standard Class
CA-2017-161823,9/8/2017,Standard Class
CA-2017-121839,9/28/2017,Standard Class
CA-2017-158729,12/21/2017,First Class
CA-2017-146535,11/30/2017,Standard Class
CA-2014-154186,12/15/2014,Second Class
CA-2016-108434,12/7/2016,Second Class
CA-2016-164154,9/17/2016,Standard Class
CA-2017-148012,12/15/2017,Standard Class
CA-2014-102869,9/14/2014,Second Class
CA-2017-138310,6/30/2017,Standard Class
CA-2014-159835,11/24/2014,Standard Class
CA-2017-112956,8/27/2017,Standard Class
CA-2016-119683,3/16/2016,Second Class
CA-2014-163559,9/28/2014,Second Class
CA-2014-140228,5/3/2014,Standard Class
US-2016-131674,12/1/2016,Second Class
CA-2015-110093,12/8/2015,Standard Class
CA-2017-112529,11/21/2017,First Class
CA-2016-154536,9/9/2016,Standard Class
CA-2017-141929,9/8/2017,Standard Class
CA-2016-109743,9/29/2016,Standard Class
CA-2014-159184,9/19/2014,Standard Class
CA-2017-113530,5/21/2017,Second Class
CA-2014-169726,8/13/2014,Standard Class
CA-2017-155957,11/30/2017,Standard Class
CA-2017-132178,5/8/2017,Second Class
CA-2016-145177,11/14/2016,Standard Class
CA-2014-156594,12/23/2014,Second Class
CA-2014-146528,7/27/2014,Second Class
CA-2015-168459,11/27/2015,Standard Class
CA-2017-109960,12/11/2017,Second Class
CA-2017-133004,9/5/2017,Standard Class
CA-2017-168102,4/30/2017,Standard Class
CA-2017-158036,9/14/2017,Standard Class
CA-2015-128083,3/17/2015,Standard Class
CA-2016-161676,7/23/2016,Standard Class
CA-2016-155005,6/15/2016,Second Class
US-2017-129777,7/9/2017,Standard Class
CA-2014-129364,12/13/2014,Standard Class
CA-2016-104969,4/14/2016,Standard Class
CA-2017-154109,11/11/2017,Standard Class
CA-2015-156440,12/9/2015,Standard Class
CA-2015-132626,7/14/2015,Standard Class
CA-2016-102792,12/19/2016,Standard Class
CA-2016-108567,5/24/2016,Standard Class
CA-2017-140760,6/5/2017,Second Class
US-2015-131359,11/2/2015,Second Class
CA-2016-142097,10/20/2016,Standard Class
CA-2015-151680,11/21/2015,Second Class
CA-2014-140039,9/17/2014,Standard Class
CA-2017-160416,11/18/2017,Second Class
CA-2017-169411,12/29/2017,Standard Class
CA-2016-126543,1/13/2016,Second Class
CA-2015-104941,6/19/2015,Standard Class
CA-2017-160087,3/22/2017,Standard Class
CA-2014-120544,11/27/2014,Standard Class
CA-2017-113670,10/17/2017,First Class
CA-2017-166198,4/24/2017,First Class
CA-2014-135608,12/10/2014,Second Class
CA-2017-144568,6/2/2017,Standard Class
CA-2016-142370,9/23/2016,Standard Class
CA-2016-105900,9/23/2016,Standard Class
CA-2016-151155,12/24/2016,Standard Class
CA-2017-144036,11/26/2017,Standard Class
US-2014-169789,1/4/2015,Standard Class
CA-2017-127264,4/5/2017,First Class
CA-2016-151512,1/2/2017,Standard Class
CA-2016-165169,6/11/2016,Standard Class
CA-2015-109575,9/23/2015,Standard Class
CA-2017-168193,3/11/2017,Second Class
CA-2016-115476,3/17/2016,Same Day
CA-2016-133340,12/13/2016,Standard Class
CA-2016-137848,1/21/2016,Standard Class
CA-2014-113047,10/24/2014,Same Day
CA-2016-149979,9/28/2016,Second Class
CA-2017-161956,8/29/2017,Second Class
CA-2016-116799,3/6/2016,First Class
CA-2016-111283,3/4/2016,Standard Class
CA-2015-167745,9/23/2015,Standard Class
CA-2017-104577,5/17/2017,Standard Class
CA-2016-156251,8/18/2016,Second Class
CA-2017-125878,3/2/2017,Standard Class
CA-2016-163153,3/25/2016,Standard Class
CA-2015-103205,12/10/2015,Second Class
CA-2014-153913,12/20/2014,Second Class
CA-2016-155530,12/21/2016,Standard Class
US-2016-101196,5/17/2016,Standard Class
CA-2014-115357,8/11/2014,Second Class
US-2014-102715,4/13/2014,Second Class
CA-2015-107937,5/8/2015,Standard Class
US-2017-148768,12/2/2017,Second Class
CA-2017-118521,2/20/2017,Standard Class
CA-2014-149643,11/20/2014,Standard Class
CA-2015-135314,7/14/2015,Second Class
CA-2017-165204,11/16/2017,Second Class
CA-2017-125752,8/4/2017,Standard Class
CA-2017-112487,12/30/2017,Standard Class
CA-2016-144218,11/4/2016,Standard Class
CA-2016-169971,9/9/2016,Standard Class
US-2016-133508,4/21/2016,Standard Class
CA-2014-107139,7/11/2014,Standard Class
CA-2015-111325,2/28/2015,First Class
CA-2015-163762,12/1/2015,Standard Class
US-2014-117163,2/2/2014,Standard Class
CA-2017-121314,9/26/2017,First Class
CA-2017-147760,11/5/2017,First Class
CA-2016-156503,10/20/2016,Standard Class
CA-2015-113628,11/19/2015,Standard Class
CA-2017-147753,3/5/2017,Same Day
CA-2015-103961,11/9/2015,Standard Class
CA-2016-152471,7/8/2016,Same Day
CA-2015-102582,9/19/2015,Standard Class
CA-2017-141873,10/14/2017,Standard Class
CA-2015-140984,9/18/2015,Standard Class
CA-2014-132801,10/12/2014,Standard Class
CA-2017-141733,5/11/2017,Standard Class
US-2015-111927,11/19/2015,Standard Class
CA-2014-105984,11/24/2014,Same Day
CA-2014-100363,4/15/2014,Standard Class
CA-2014-126760,8/2/2014,Standard Class
US-2014-109162,6/12/2014,Standard Class
CA-2014-101931,10/31/2014,First Class
CA-2017-129000,11/27/2017,Second Class
CA-2017-161053,9/23/2017,First Class
CA-2015-142377,12/9/2015,Standard Class
CA-2015-127593,9/21/2015,Same Day
CA-2017-130526,11/29/2017,First Class
US-2017-131849,6/10/2017,Standard Class
US-2017-105389,10/28/2017,Second Class
CA-2014-140816,12/20/2014,Same Day
CA-2017-154039,2/22/2017,Standard Class
CA-2014-135755,5/10/2014,Standard Class
CA-2017-123246,10/19/2017,Second Class
CA-2015-157133,12/3/2015,Standard Class
CA-2014-124709,7/29/2014,Second Class
CA-2017-146360,4/25/2017,Second Class
CA-2015-132486,10/27/2015,Second Class
